"('OVERALL', 'REB')","('OVERALL', 'OREB')","('OVERALL', 'DREB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'REB_FREQ')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'REB_FREQ')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'REB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'DREB')","('0-3 Feet', 'REB_FREQ')","('3-6 Feet', 'REB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'DREB')","('3-6 Feet', 'REB_FREQ')",PLAYER_ID,SEASON,TEAM_ID,"('6-10 Feet', 'REB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'DREB')","('6-10 Feet', 'REB_FREQ')","('10+ Feet', 'REB')","('10+ Feet', 'OREB')","('10+ Feet', 'DREB')","('10+ Feet', 'REB_FREQ')"
163,27,136,51,112,112.0,8.0,104.0,0.687,43.0,11.0,32.0,0.264,8.0,8.0,0.0,0.049,61.0,9.0,52.0,0.374,56.0,7.0,49.0,0.344,201933,2017-18,1610612765,28.0,4.0,24.0,0.172,18.0,7.0,11.0,0.11
259,45,214,68,191,191.0,20.0,171.0,0.737,62.0,20.0,42.0,0.239,6.0,5.0,1.0,0.023,74.0,15.0,59.0,0.286,126.0,14.0,112.0,0.486,201933,2017-18,1610612746,31.0,1.0,30.0,0.12,28.0,15.0,13.0,0.108
155,47,108,70,85,85.0,20.0,65.0,0.548,65.0,23.0,42.0,0.419,5.0,4.0,1.0,0.032,57.0,16.0,41.0,0.368,51.0,11.0,40.0,0.329,201933,2022-23,1610612738,33.0,13.0,20.0,0.213,14.0,7.0,7.0,0.09
287,47,240,108,179,179.0,18.0,161.0,0.624,94.0,21.0,73.0,0.328,14.0,8.0,6.0,0.049,92.0,16.0,76.0,0.321,118.0,15.0,103.0,0.411,201933,2015-16,1610612746,46.0,7.0,39.0,0.16,31.0,9.0,22.0,0.108
81,17,64,31,50,50.0,7.0,43.0,0.617,27.0,8.0,19.0,0.333,4.0,2.0,2.0,0.049,22.0,9.0,13.0,0.272,26.0,3.0,23.0,0.321,201933,2019-20,1610612765,18.0,0.0,18.0,0.222,15.0,5.0,10.0,0.185
291,53,238,89,202,202.0,29.0,173.0,0.694,81.0,17.0,64.0,0.278,8.0,7.0,1.0,0.027,46.0,8.0,38.0,0.158,102.0,17.0,85.0,0.351,203925,2018-19,1610612751,83.0,7.0,76.0,0.285,60.0,21.0,39.0,0.206
139,16,123,25,114,114.0,10.0,104.0,0.82,22.0,3.0,19.0,0.158,3.0,3.0,0.0,0.022,21.0,6.0,15.0,0.151,38.0,3.0,35.0,0.273,203925,2016-17,1610612751,44.0,1.0,43.0,0.317,36.0,6.0,30.0,0.259
246,43,203,66,180,180.0,21.0,159.0,0.732,55.0,16.0,39.0,0.224,11.0,6.0,5.0,0.045,26.0,6.0,20.0,0.106,66.0,8.0,58.0,0.268,203925,2020-21,1610612751,78.0,9.0,69.0,0.317,76.0,20.0,56.0,0.309
56,5,51,14,42,42.0,3.0,39.0,0.75,14.0,2.0,12.0,0.25,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.071,19.0,2.0,17.0,0.339,203925,2021-22,1610612751,19.0,1.0,18.0,0.339,14.0,2.0,12.0,0.25
255,50,205,69,186,186.0,25.0,161.0,0.729,60.0,17.0,43.0,0.235,9.0,8.0,1.0,0.035,39.0,13.0,26.0,0.153,77.0,11.0,66.0,0.302,203925,2017-18,1610612751,78.0,7.0,71.0,0.306,61.0,19.0,42.0,0.239
161,21,140,40,121,121.0,13.0,108.0,0.752,37.0,7.0,30.0,0.23,3.0,1.0,2.0,0.019,19.0,2.0,17.0,0.118,38.0,4.0,34.0,0.236,203925,2022-23,1610612751,53.0,1.0,52.0,0.329,51.0,14.0,37.0,0.317
12,2,10,4,8,8.0,1.0,7.0,0.667,4.0,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.083,6.0,1.0,5.0,0.5,203925,2023-24,1610612765,1.0,0.0,1.0,0.083,4.0,0.0,4.0,0.333
3,0,3,0,3,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.333,1.0,0.0,1.0,0.333,203925,2015-16,1610612739,1.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0
297,63,234,70,227,227.0,32.0,195.0,0.764,65.0,26.0,39.0,0.219,5.0,5.0,0.0,0.017,24.0,8.0,16.0,0.081,89.0,17.0,72.0,0.3,203925,2019-20,1610612751,106.0,9.0,97.0,0.357,78.0,29.0,49.0,0.263
741,249,492,324,417,417.0,67.0,350.0,0.563,274.0,139.0,135.0,0.37,50.0,43.0,7.0,0.067,191.0,108.0,83.0,0.258,284.0,72.0,212.0,0.383,200746,2018-19,1610612759,174.0,34.0,140.0,0.235,92.0,35.0,57.0,0.124
509,164,345,217,292,292.0,50.0,242.0,0.574,170.0,76.0,94.0,0.334,47.0,38.0,9.0,0.092,130.0,63.0,67.0,0.255,191.0,56.0,135.0,0.375,200746,2016-17,1610612759,128.0,20.0,108.0,0.251,60.0,25.0,35.0,0.118
24,2,22,5,19,19.0,2.0,17.0,0.792,5.0,0.0,5.0,0.208,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.083,15.0,0.0,15.0,0.625,200746,2020-21,1610612751,5.0,0.0,5.0,0.208,2.0,0.0,2.0,0.083
94,17,77,42,52,52.0,2.0,50.0,0.553,37.0,12.0,25.0,0.394,5.0,3.0,2.0,0.053,31.0,10.0,21.0,0.33,40.0,7.0,33.0,0.426,200746,2020-21,1610612759,17.0,0.0,17.0,0.181,6.0,0.0,6.0,0.064
258,73,185,106,152,152.0,29.0,123.0,0.589,91.0,34.0,57.0,0.353,15.0,10.0,5.0,0.058,58.0,25.0,33.0,0.225,93.0,26.0,67.0,0.36,200746,2021-22,1610612751,84.0,11.0,73.0,0.326,23.0,11.0,12.0,0.089
630,242,388,281,349,349.0,75.0,274.0,0.554,237.0,132.0,105.0,0.376,44.0,35.0,9.0,0.07,178.0,108.0,70.0,0.283,222.0,78.0,144.0,0.352,200746,2017-18,1610612759,153.0,25.0,128.0,0.243,76.0,30.0,46.0,0.121
621,171,450,256,365,365.0,46.0,319.0,0.588,220.0,98.0,122.0,0.354,36.0,27.0,9.0,0.058,176.0,72.0,104.0,0.283,268.0,56.0,212.0,0.432,200746,2015-16,1610612759,121.0,20.0,101.0,0.195,56.0,23.0,33.0,0.09
385,102,283,143,242,242.0,35.0,207.0,0.629,122.0,47.0,75.0,0.317,21.0,20.0,1.0,0.055,97.0,52.0,45.0,0.252,120.0,21.0,99.0,0.312,200746,2019-20,1610612759,117.0,11.0,106.0,0.304,50.0,18.0,32.0,0.13
357,52,305,85,272,272.0,25.0,247.0,0.762,74.0,19.0,55.0,0.207,11.0,8.0,3.0,0.031,48.0,9.0,39.0,0.134,107.0,13.0,94.0,0.3,1627761,2018-19,1610612737,114.0,10.0,104.0,0.319,88.0,20.0,68.0,0.246
59,14,45,19,40,40.0,5.0,35.0,0.678,15.0,8.0,7.0,0.254,4.0,1.0,3.0,0.068,13.0,3.0,10.0,0.22,25.0,6.0,19.0,0.424,1627761,2016-17,1610612737,6.0,0.0,6.0,0.102,15.0,5.0,10.0,0.254
146,33,113,43,103,103.0,14.0,89.0,0.705,37.0,14.0,23.0,0.253,6.0,5.0,1.0,0.041,38.0,14.0,24.0,0.26,43.0,7.0,36.0,0.295,1627761,2020-21,1610612761,36.0,4.0,32.0,0.247,29.0,8.0,21.0,0.199
11,4,7,5,6,6.0,1.0,5.0,0.545,4.0,2.0,2.0,0.364,1.0,1.0,0.0,0.091,1.0,1.0,0.0,0.091,5.0,2.0,3.0,0.455,1627761,2021-22,1610612749,2.0,1.0,1.0,0.182,3.0,0.0,3.0,0.273
153,39,114,44,109,109.0,14.0,95.0,0.712,42.0,23.0,19.0,0.275,2.0,2.0,0.0,0.013,40.0,11.0,29.0,0.261,53.0,13.0,40.0,0.346,1627761,2021-22,1610612751,29.0,6.0,23.0,0.19,31.0,9.0,22.0,0.203
71,8,63,15,56,56.0,5.0,51.0,0.789,13.0,2.0,11.0,0.183,2.0,1.0,1.0,0.028,10.0,1.0,9.0,0.141,28.0,2.0,26.0,0.394,1627761,2017-18,1610612737,17.0,1.0,16.0,0.239,16.0,4.0,12.0,0.225
151,33,118,42,109,109.0,17.0,92.0,0.722,39.0,13.0,26.0,0.258,3.0,3.0,0.0,0.02,24.0,5.0,19.0,0.159,56.0,6.0,50.0,0.371,1627761,2019-20,1610612737,36.0,8.0,28.0,0.238,35.0,14.0,21.0,0.232
111,20,91,15,96,96.0,16.0,80.0,0.865,15.0,4.0,11.0,0.135,0.0,0.0,0.0,0.0,12.0,3.0,9.0,0.108,20.0,3.0,17.0,0.18,201609,2018-19,1610612748,35.0,5.0,30.0,0.315,44.0,9.0,35.0,0.396
278,59,219,46,232,232.0,39.0,193.0,0.835,41.0,15.0,26.0,0.147,5.0,5.0,0.0,0.018,26.0,7.0,19.0,0.094,68.0,15.0,53.0,0.245,201609,2016-17,1610612748,75.0,5.0,70.0,0.27,109.0,32.0,77.0,0.392
169,25,144,35,134,134.0,16.0,118.0,0.793,32.0,8.0,24.0,0.189,3.0,1.0,2.0,0.018,15.0,5.0,10.0,0.089,36.0,3.0,33.0,0.213,201609,2020-21,1610612748,57.0,2.0,55.0,0.337,61.0,15.0,46.0,0.361
51,11,40,11,40,40.0,7.0,33.0,0.784,11.0,4.0,7.0,0.216,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.078,9.0,2.0,7.0,0.176,201609,2021-22,1610612751,17.0,2.0,15.0,0.333,21.0,6.0,15.0,0.412
15,3,12,5,10,10.0,2.0,8.0,0.667,5.0,1.0,4.0,0.333,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.2,0.0,0.0,0.0,0.0,201609,2021-22,1610612761,8.0,1.0,7.0,0.533,4.0,1.0,3.0,0.267
298,53,245,58,240,240.0,26.0,214.0,0.805,50.0,21.0,29.0,0.168,8.0,6.0,2.0,0.027,26.0,7.0,19.0,0.087,74.0,15.0,59.0,0.248,201609,2017-18,1610612748,90.0,9.0,81.0,0.302,108.0,22.0,86.0,0.362
12,3,9,1,11,11.0,2.0,9.0,0.917,1.0,1.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.167,201609,2022-23,1610612749,4.0,0.0,4.0,0.333,6.0,3.0,3.0,0.5
67,13,54,12,55,55.0,10.0,45.0,0.821,10.0,2.0,8.0,0.149,2.0,1.0,1.0,0.03,4.0,1.0,3.0,0.06,14.0,2.0,12.0,0.209,201609,2022-23,1610612741,23.0,1.0,22.0,0.343,26.0,9.0,17.0,0.388
279,53,226,49,230,230.0,27.0,203.0,0.824,49.0,26.0,23.0,0.176,0.0,0.0,0.0,0.0,30.0,14.0,16.0,0.108,55.0,9.0,46.0,0.197,201609,2015-16,1610612748,71.0,9.0,62.0,0.254,123.0,21.0,102.0,0.441
182,28,154,30,152,152.0,19.0,133.0,0.835,28.0,9.0,19.0,0.154,2.0,0.0,2.0,0.011,16.0,3.0,13.0,0.088,43.0,8.0,35.0,0.236,201609,2019-20,1610612748,52.0,3.0,49.0,0.286,71.0,14.0,57.0,0.39
171,49,122,30,141,141.0,34.0,107.0,0.825,28.0,14.0,14.0,0.164,2.0,1.0,1.0,0.012,13.0,4.0,9.0,0.076,31.0,11.0,20.0,0.181,204038,2018-19,1610612765,40.0,3.0,37.0,0.234,87.0,31.0,56.0,0.509
35,7,28,4,31,31.0,6.0,25.0,0.886,3.0,0.0,3.0,0.086,1.0,1.0,0.0,0.029,3.0,0.0,3.0,0.086,3.0,1.0,2.0,0.086,204038,2016-17,1610612758,12.0,1.0,11.0,0.343,17.0,5.0,12.0,0.486
120,19,101,16,104,104.0,15.0,89.0,0.867,11.0,1.0,10.0,0.092,5.0,3.0,2.0,0.042,15.0,4.0,11.0,0.125,28.0,4.0,24.0,0.233,204038,2016-17,1610612740,39.0,5.0,34.0,0.325,38.0,6.0,32.0,0.317
42,7,35,11,31,31.0,3.0,28.0,0.738,11.0,4.0,7.0,0.262,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.143,14.0,3.0,11.0,0.333,204038,2020-21,1610612756,9.0,0.0,9.0,0.214,13.0,2.0,11.0,0.31
10,2,8,3,7,7.0,0.0,7.0,0.7,3.0,2.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.3,204038,2021-22,1610612749,4.0,1.0,3.0,0.4,3.0,0.0,3.0,0.3
8,1,7,2,6,6.0,0.0,6.0,0.75,2.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.25,5.0,1.0,4.0,0.625,204038,2021-22,1610612751,1.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0
92,13,79,9,83,83.0,11.0,72.0,0.902,9.0,2.0,7.0,0.098,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.054,16.0,1.0,15.0,0.174,204038,2017-18,1610612765,33.0,2.0,31.0,0.359,38.0,9.0,29.0,0.413
289,45,244,51,238,238.0,28.0,210.0,0.824,43.0,13.0,30.0,0.149,8.0,4.0,4.0,0.028,29.0,6.0,23.0,0.1,67.0,8.0,59.0,0.232,204038,2015-16,1610612752,92.0,6.0,86.0,0.318,101.0,25.0,76.0,0.349
146,32,114,23,123,123.0,27.0,96.0,0.842,22.0,5.0,17.0,0.151,1.0,0.0,1.0,0.007,9.0,1.0,8.0,0.062,31.0,8.0,23.0,0.212,204038,2019-20,1610612765,30.0,1.0,29.0,0.205,76.0,22.0,54.0,0.521
78,7,71,20,58,58.0,5.0,53.0,0.744,20.0,2.0,18.0,0.256,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.321,24.0,3.0,21.0,0.308,1627789,2018-19,1610612741,13.0,1.0,12.0,0.167,16.0,3.0,13.0,0.205
18,4,14,8,10,10.0,2.0,8.0,0.556,7.0,2.0,5.0,0.389,1.0,0.0,1.0,0.056,6.0,0.0,6.0,0.333,8.0,1.0,7.0,0.444,1627789,2018-19,1610612760,1.0,1.0,0.0,0.056,3.0,2.0,1.0,0.167
148,25,123,38,110,110.0,14.0,96.0,0.743,32.0,8.0,24.0,0.216,6.0,3.0,3.0,0.041,30.0,3.0,27.0,0.203,57.0,7.0,50.0,0.385,1627789,2016-17,1610612755,31.0,4.0,27.0,0.209,30.0,11.0,19.0,0.203
129,28,101,40,89,89.0,16.0,73.0,0.69,36.0,8.0,28.0,0.279,4.0,4.0,0.0,0.031,21.0,4.0,17.0,0.163,51.0,3.0,48.0,0.395,1627789,2020-21,1610612751,31.0,6.0,25.0,0.24,26.0,15.0,11.0,0.202
82,17,65,18,64,64.0,15.0,49.0,0.78,18.0,2.0,16.0,0.22,0.0,0.0,0.0,0.0,13.0,4.0,9.0,0.159,28.0,2.0,26.0,0.341,1627789,2021-22,1610612737,18.0,1.0,17.0,0.22,23.0,10.0,13.0,0.28
73,14,59,16,57,57.0,7.0,50.0,0.781,16.0,7.0,9.0,0.219,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0.11,26.0,4.0,22.0,0.356,1627789,2017-18,1610612755,21.0,3.0,18.0,0.288,18.0,4.0,14.0,0.247
127,29,98,34,93,93.0,18.0,75.0,0.732,28.0,7.0,21.0,0.22,6.0,4.0,2.0,0.047,22.0,4.0,18.0,0.173,36.0,7.0,29.0,0.283,1627789,2019-20,1610612751,31.0,6.0,25.0,0.244,38.0,12.0,26.0,0.299
52,15,37,9,43,43.0,10.0,33.0,0.827,7.0,4.0,3.0,0.135,2.0,1.0,1.0,0.038,3.0,1.0,2.0,0.058,18.0,5.0,13.0,0.346,204020,2018-19,1610612756,10.0,1.0,9.0,0.192,21.0,8.0,13.0,0.404
119,19,100,18,101,101.0,7.0,94.0,0.849,15.0,9.0,6.0,0.126,3.0,3.0,0.0,0.025,12.0,4.0,8.0,0.101,33.0,5.0,28.0,0.277,204020,2018-19,1610612748,33.0,3.0,30.0,0.277,41.0,7.0,34.0,0.345
292,49,243,66,226,226.0,23.0,203.0,0.774,58.0,19.0,39.0,0.199,8.0,7.0,1.0,0.027,42.0,10.0,32.0,0.144,95.0,15.0,80.0,0.325,204020,2016-17,1610612748,78.0,7.0,71.0,0.267,77.0,17.0,60.0,0.264
77,6,71,10,67,67.0,4.0,63.0,0.87,10.0,2.0,8.0,0.13,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.091,21.0,1.0,20.0,0.273,204020,2020-21,1610612751,25.0,0.0,25.0,0.325,24.0,5.0,19.0,0.312
6,2,4,1,5,5.0,2.0,3.0,0.833,1.0,0.0,1.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.333,204020,2021-22,1610612759,1.0,0.0,1.0,0.167,3.0,2.0,1.0,0.5
6,1,5,1,5,5.0,1.0,4.0,0.833,1.0,0.0,1.0,0.167,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.167,2.0,0.0,2.0,0.333,204020,2021-22,1610612755,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.5
244,34,210,58,186,186.0,19.0,167.0,0.762,55.0,13.0,42.0,0.225,3.0,2.0,1.0,0.012,40.0,5.0,35.0,0.164,73.0,4.0,69.0,0.299,204020,2017-18,1610612748,62.0,9.0,53.0,0.254,69.0,16.0,53.0,0.283
109,28,81,26,83,83.0,15.0,68.0,0.761,24.0,12.0,12.0,0.22,2.0,1.0,1.0,0.018,17.0,6.0,11.0,0.156,27.0,8.0,19.0,0.248,204020,2015-16,1610612748,26.0,1.0,25.0,0.239,39.0,13.0,26.0,0.358
25,8,17,6,19,19.0,6.0,13.0,0.76,6.0,2.0,4.0,0.24,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.04,11.0,4.0,7.0,0.44,204020,2019-20,1610612751,7.0,1.0,6.0,0.28,6.0,2.0,4.0,0.24
51,10,41,8,43,43.0,9.0,34.0,0.843,8.0,1.0,7.0,0.157,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.059,15.0,2.0,13.0,0.294,204020,2019-20,1610612756,14.0,2.0,12.0,0.275,19.0,6.0,13.0,0.373
74,27,47,36,38,38.0,8.0,30.0,0.514,31.0,14.0,17.0,0.419,5.0,5.0,0.0,0.068,30.0,11.0,19.0,0.405,32.0,10.0,22.0,0.432,1629617,2020-21,1610612751,9.0,4.0,5.0,0.122,3.0,2.0,1.0,0.041
46,15,31,15,31,31.0,4.0,27.0,0.674,12.0,9.0,3.0,0.261,3.0,2.0,1.0,0.065,16.0,5.0,11.0,0.348,23.0,6.0,17.0,0.5,1629617,2021-22,1610612757,4.0,2.0,2.0,0.087,3.0,2.0,1.0,0.065
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1629617,2021-22,1610612754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,95,302,131,266,266.0,38.0,228.0,0.67,110.0,40.0,70.0,0.277,21.0,17.0,4.0,0.053,96.0,29.0,67.0,0.242,153.0,28.0,125.0,0.385,203460,2016-17,1610612760,86.0,14.0,72.0,0.217,62.0,24.0,38.0,0.156
15,7,8,3,12,12.0,4.0,8.0,0.8,2.0,2.0,0.0,0.133,1.0,1.0,0.0,0.067,6.0,3.0,3.0,0.4,3.0,0.0,3.0,0.2,203460,2020-21,1610612751,2.0,1.0,1.0,0.133,4.0,3.0,1.0,0.267
168,65,103,70,98,98.0,22.0,76.0,0.583,58.0,33.0,25.0,0.345,12.0,10.0,2.0,0.071,46.0,16.0,30.0,0.274,59.0,23.0,36.0,0.351,203460,2017-18,1610612760,37.0,14.0,23.0,0.22,26.0,12.0,14.0,0.155
253,79,174,94,159,159.0,27.0,132.0,0.628,77.0,37.0,40.0,0.304,17.0,15.0,2.0,0.067,53.0,26.0,27.0,0.209,98.0,27.0,71.0,0.387,203460,2015-16,1610612760,63.0,8.0,55.0,0.249,39.0,18.0,21.0,0.154
27,7,20,12,15,15.0,2.0,13.0,0.556,11.0,4.0,7.0,0.407,1.0,1.0,0.0,0.037,10.0,4.0,6.0,0.37,12.0,2.0,10.0,0.444,203460,2019-20,1610612760,3.0,0.0,3.0,0.111,2.0,1.0,1.0,0.074
1,1,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1628455,2017-18,1610612740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,12,77,11,78,78.0,8.0,70.0,0.876,11.0,4.0,7.0,0.124,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.034,22.0,1.0,21.0,0.247,1628455,2017-18,1610612756,29.0,6.0,23.0,0.326,35.0,4.0,31.0,0.393
32,3,29,7,25,25.0,1.0,24.0,0.781,7.0,2.0,5.0,0.219,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.156,13.0,0.0,13.0,0.406,1628455,2020-21,1610612751,9.0,0.0,9.0,0.281,5.0,2.0,3.0,0.156
18,3,15,6,12,12.0,1.0,11.0,0.667,5.0,1.0,4.0,0.278,1.0,1.0,0.0,0.056,8.0,2.0,6.0,0.444,9.0,1.0,8.0,0.5,1628993,2018-19,1610612754,1.0,0.0,1.0,0.056,0.0,0.0,0.0,0.0
89,26,63,33,56,56.0,7.0,49.0,0.629,29.0,17.0,12.0,0.326,4.0,2.0,2.0,0.045,32.0,5.0,27.0,0.36,35.0,11.0,24.0,0.393,1628993,2020-21,1610612751,12.0,5.0,7.0,0.135,10.0,5.0,5.0,0.112
13,7,6,7,6,6.0,2.0,4.0,0.462,7.0,5.0,2.0,0.538,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.231,7.0,3.0,4.0,0.538,1628993,2021-22,1610612740,2.0,1.0,1.0,0.154,1.0,1.0,0.0,0.077
12,5,7,5,7,7.0,2.0,5.0,0.583,2.0,1.0,1.0,0.167,3.0,2.0,1.0,0.25,6.0,3.0,3.0,0.5,4.0,1.0,3.0,0.333,1628993,2021-22,1610612764,1.0,0.0,1.0,0.083,1.0,1.0,0.0,0.083
36,16,20,16,20,20.0,4.0,16.0,0.556,14.0,11.0,3.0,0.389,2.0,1.0,1.0,0.056,11.0,2.0,9.0,0.306,16.0,9.0,7.0,0.444,1628993,2021-22,1610612741,7.0,3.0,4.0,0.194,2.0,2.0,0.0,0.056
10,2,8,3,7,7.0,0.0,7.0,0.7,2.0,1.0,1.0,0.2,1.0,1.0,0.0,0.1,4.0,0.0,4.0,0.4,5.0,2.0,3.0,0.5,1628993,2022-23,1610612759,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0
49,16,33,19,30,30.0,6.0,24.0,0.612,12.0,5.0,7.0,0.245,7.0,5.0,2.0,0.143,20.0,7.0,13.0,0.408,18.0,4.0,14.0,0.367,1628993,2019-20,1610612754,5.0,1.0,4.0,0.102,6.0,4.0,2.0,0.122
116,15,101,18,98,98.0,11.0,87.0,0.845,18.0,4.0,14.0,0.155,0.0,0.0,0.0,0.0,13.0,3.0,10.0,0.112,24.0,1.0,23.0,0.207,202322,2018-19,1610612764,34.0,2.0,32.0,0.293,45.0,9.0,36.0,0.388
326,54,272,54,272,272.0,33.0,239.0,0.834,46.0,16.0,30.0,0.141,8.0,5.0,3.0,0.025,32.0,10.0,22.0,0.098,67.0,10.0,57.0,0.206,202322,2016-17,1610612764,75.0,6.0,69.0,0.23,152.0,28.0,124.0,0.466
129,17,112,28,101,101.0,8.0,93.0,0.783,25.0,6.0,19.0,0.194,3.0,3.0,0.0,0.023,16.0,3.0,13.0,0.124,37.0,6.0,31.0,0.287,202322,2020-21,1610612745,37.0,3.0,34.0,0.287,39.0,5.0,34.0,0.302
146,20,126,10,136,136.0,19.0,117.0,0.932,10.0,1.0,9.0,0.068,0.0,0.0,0.0,0.0,17.0,1.0,16.0,0.116,22.0,0.0,22.0,0.151,202322,2017-18,1610612764,48.0,0.0,48.0,0.329,59.0,19.0,40.0,0.404
92,14,78,16,76,76.0,7.0,69.0,0.826,14.0,6.0,8.0,0.152,2.0,1.0,1.0,0.022,10.0,1.0,9.0,0.109,22.0,1.0,21.0,0.239,202322,2022-23,1610612746,29.0,3.0,26.0,0.315,31.0,9.0,22.0,0.337
379,43,336,50,329,329.0,32.0,297.0,0.868,46.0,10.0,36.0,0.121,4.0,1.0,3.0,0.011,48.0,8.0,40.0,0.127,102.0,3.0,99.0,0.269,202322,2015-16,1610612764,92.0,7.0,85.0,0.243,137.0,25.0,112.0,0.361
63,13,50,24,39,39.0,2.0,37.0,0.619,21.0,8.0,13.0,0.333,3.0,3.0,0.0,0.048,27.0,7.0,20.0,0.429,24.0,5.0,19.0,0.381,1626174,2018-19,1610612740,8.0,0.0,8.0,0.127,4.0,1.0,3.0,0.063
20,4,16,9,11,11.0,1.0,10.0,0.55,7.0,2.0,5.0,0.35,2.0,1.0,1.0,0.1,9.0,2.0,7.0,0.45,10.0,1.0,9.0,0.5,1626174,2018-19,1610612749,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05
29,14,15,14,15,15.0,3.0,12.0,0.517,9.0,8.0,1.0,0.31,5.0,3.0,2.0,0.172,10.0,7.0,3.0,0.345,12.0,4.0,8.0,0.414,1626174,2016-17,1610612766,6.0,3.0,3.0,0.207,1.0,0.0,1.0,0.034
393,75,318,141,252,252.0,19.0,233.0,0.641,118.0,42.0,76.0,0.3,23.0,14.0,9.0,0.059,111.0,31.0,80.0,0.282,190.0,18.0,172.0,0.483,1626174,2020-21,1610612745,63.0,13.0,50.0,0.16,29.0,13.0,16.0,0.074
686,110,576,231,455,455.0,38.0,417.0,0.663,193.0,44.0,149.0,0.281,38.0,28.0,10.0,0.055,221.0,47.0,174.0,0.322,313.0,39.0,274.0,0.456,1626174,2021-22,1610612745,109.0,11.0,98.0,0.159,43.0,13.0,30.0,0.063
491,87,404,176,315,315.0,28.0,287.0,0.642,147.0,41.0,106.0,0.299,29.0,18.0,11.0,0.059,179.0,37.0,142.0,0.365,201.0,17.0,184.0,0.409,1626174,2022-23,1610612742,64.0,13.0,51.0,0.13,47.0,20.0,27.0,0.096
239,34,205,78,161,161.0,13.0,148.0,0.674,68.0,16.0,52.0,0.285,10.0,5.0,5.0,0.042,71.0,12.0,59.0,0.297,107.0,13.0,94.0,0.448,1626174,2023-24,1610612747,39.0,2.0,37.0,0.163,22.0,7.0,15.0,0.092
37,12,25,14,23,23.0,8.0,15.0,0.622,13.0,3.0,10.0,0.351,1.0,1.0,0.0,0.027,16.0,5.0,11.0,0.432,12.0,4.0,8.0,0.324,1626174,2015-16,1610612755,4.0,1.0,3.0,0.108,5.0,2.0,3.0,0.135
381,102,279,148,233,233.0,31.0,202.0,0.612,115.0,46.0,69.0,0.302,33.0,25.0,8.0,0.087,134.0,47.0,87.0,0.352,157.0,29.0,128.0,0.412,1626174,2019-20,1610612765,60.0,13.0,47.0,0.157,30.0,13.0,17.0,0.079
